Date,US,Norway,Australia,China,India,Indonesia,Japan,Korea,Newzealand,Taiwan,Thailand,Finland,France,Germany,Netherland,Spain,Sweden,Brazil,Canada,Mexico
2020-10-30,26501.6,874.419983,6133.2,13236.599609,39614.07,5128.225098,22977.130859,2267.149902,12084.47,12546.339844,1194.95,39.51,4594.240234,11556.480469,533.88,6452.200195,683.51,93952.0,15580.59961,36987.859375
2020-10-31,26501.6,874.419983,6133.2,13236.599609,39614.07,5128.225098,22977.130859,2267.149902,12084.47,12546.339844,1194.95,39.51,4594.240234,11556.480469,533.88,6452.200195,683.51,93952.0,15580.59961,36987.859375
2020-11-01,26501.6,874.419983,6133.2,13236.599609,39614.07,5128.225098,22977.130859,2267.149902,12033.08,12546.339844,1194.95,39.51,4594.240234,11556.480469,533.88,6452.200195,683.51,93952.0,15580.59961,36987.859375
2020-11-02,26925.05,887.969971,6147.4,13420.959961,39757.58,5115.12793,23295.480469,2300.159912,12083.34,12591.30957,1202.16,40.09,4691.140137,11788.280273,543.91,6585.600098,692.93,93952.0,15696.90039,36987.859375
2020-11-03,27480.03,893.650024,6262.8,13580.040039,40261.13,5159.452148,23295.480469,2343.310059,12205.11,12736.009766,1221.33,41.54,4805.609863,12088.980469,554.48,6751.600098,703.99,95587.0,15939.2002,37466.089844
2020-11-04,27847.66,905.51001,6265.0,13659.5,40616.14,5105.199219,23695.230469,2357.320068,12290.1,12867.900391,1222.44,41.76,4922.850098,12324.219727,565.26,6781.899902,719.1,97811.0,15998.7002,37475.761719
2020-11-05,28390.18,909.719971,6344.0,13894.259766,41340.16,5260.326172,24105.279297,2413.790039,12347.85,12918.799805,1264.32,42.36,4983.990234,12568.089844,571.6,6924.200195,729.37,100774.0,16298.2002,38399.070313
2020-11-06,28323.4,908.849976,6395.0,13838.419922,41893.06,5335.528809,24325.230469,2416.5,12337.02,12973.530273,1260.08,43.34,4960.879883,12480.019531,572.9,6870.399902,728.53,100799.0,16282.79981,38530.5
2020-11-07,28323.4,908.849976,6395.0,13838.419922,41893.06,5335.528809,24325.230469,2416.5,12337.02,12973.530273,1260.08,43.34,4960.879883,12480.019531,572.9,6870.399902,728.53,100799.0,16282.79981,38530.5
2020-11-08,28323.4,908.849976,6395.0,13838.419922,41893.06,5335.528809,24325.230469,2416.5,12428.64,12973.530273,1260.08,43.34,4960.879883,12480.019531,572.9,6870.399902,728.53,100799.0,16282.79981,38530.5
2020-11-09,29157.97,950.679993,6515.7,14141.150391,42597.43,5356.004883,24839.839844,2447.199951,12730.15,13127.469727,1285.88,41.78,5336.319824,13095.969727,593.93,7459.399902,747.23,103913.0,16475.90039,39652.519531
2020-11-10,29420.92,947.48999,6544.0,13993.339844,43277.65,5462.73877,24905.589844,2452.830078,12728.17,13081.719727,1341.24,41.42,5418.970215,13163.110352,591.87,7711.399902,742.08,105351.0,16615.40039,40404.578125
2020-11-11,29397.63,958.109985,6651.1,13720.169922,43593.67,5509.513184,25349.599609,2485.870117,12728.64,13262.19043,1345.34,42.63,5445.209961,13216.179688,599.21,7793.700195,749.82,104532.0,16774.09961,40858.949219
2020-11-12,29080.17,958.159973,6619.4,13792.070313,43357.19,5458.602051,25520.880859,2475.620117,12607.18,13221.780273,1336.31,43.32,5362.569824,13052.950195,600.05,7726.0,745.41,102175.0,16582.19922,40335.949219
2020-11-13,29479.81,959.72998,6609.3,13754.549805,43443.0,5461.058105,25385.869141,2493.870117,12700.17,13273.330078,1346.47,43.23,5380.160156,13076.719727,596.87,7783.700195,747.71,104512.0,16675.59961,40791.808594
2020-11-14,29479.81,959.72998,6609.3,13754.549805,43637.98,5461.058105,25385.869141,2493.870117,12700.17,13273.330078,1346.47,43.23,5380.160156,13076.719727,596.87,7783.700195,747.71,104512.0,16675.59961,40791.808594
2020-11-15,29479.81,959.72998,6609.3,13754.549805,43637.98,5461.058105,25385.869141,2493.870117,12804.82,13273.330078,1346.47,43.23,5380.160156,13076.719727,596.87,7783.700195,747.71,104512.0,16675.59961,40791.808594
2020-11-16,29950.44,979.27002,6687.0,13850.830078,43637.98,5494.87207,25906.929688,2543.030029,12766.33,13551.830078,1351.06,43.99,5471.47998,13138.610352,601.67,7986.200195,755.39,106430.0,16889.80078,40791.808594
2020-11-17,29783.35,978.380005,6697.8,13732.519531,43952.71,5529.939941,26014.619141,2539.149902,12806.3,13593.009766,1349.81,42.65,5483.0,13133.469727,600.94,7934.299805,755.15,107229.0,16948.09961,41948.789063
2020-11-18,29438.42,983.539978,6726.5,13658.200195,44180.05,5557.518066,25728.140625,2545.639893,12646.33,13773.290039,1364.59,43.58,5511.450195,13201.889648,600.88,7981.5,756.47,106483.0,16889.80078,42252.609375
2020-11-19,29483.23,973.390015,6742.7,13777.450195,43599.96,5594.059082,25634.339844,2547.419922,12536.34,13722.429688,1369.42,45.53,5474.660156,13086.160156,596.01,7930.200195,754.09,106517.0,16909.80078,41868.820313
2020-11-20,29263.48,979.090027,6739.9,13852.419922,43882.25,5571.655762,25527.369141,2553.5,12441.81,13716.44043,1389.34,45.62,5495.890137,13137.25,601.62,7977.899902,758.04,106517.0,17019.09961,41905.058594
2020-11-21,29263.48,979.090027,6739.9,13852.419922,43882.25,5571.655762,25527.369141,2553.5,12441.81,13716.44043,1389.34,45.62,5495.890137,13137.25,601.62,7977.899902,758.04,106517.0,17019.09961,41905.058594
2020-11-22,29263.48,979.090027,6739.9,13852.419922,43882.25,5571.655762,25527.369141,2553.5,12491.91,13716.44043,1389.34,45.62,5495.890137,13137.25,601.62,7977.899902,758.04,106517.0,17019.09961,41905.058594
2020-11-23,29591.27,990.450012,6772.0,13955.280273,44077.15,5652.76416,25527.369141,2602.590088,12541.27,13878.009766,1420.43,46.26,5492.149902,13126.969727,601.37,7981.200195,755.75,107379.0,17094.5,42267.199219
2020-11-24,30046.24,1009.400024,6855.5,13902.540039,44523.02,5701.028809,26165.589844,2617.76001,12681.02,13807.129883,1401.63,48.03,5558.419922,13292.44043,607.46,8143.200195,758.28,109786.0,17274.30078,42736.480469
2020-11-25,29872.47,1006.72998,6888.2,13656.089844,43828.1,5679.24707,26296.859375,2601.540039,12672.41,13738.830078,1415.72,46.8,5571.290039,13289.799805,606.39,8164.700195,756.24,110133.0,17313.09961,42200.589844
2020-11-26,29872.47,1006.880005,6848.8,13599.990234,44259.74,5759.916016,26537.310547,2625.909912,12619.62,13845.660156,1433.56,47.89,5566.790039,13286.570313,607.39,8104.600098,757.97,110227.0,17351.30078,42412.46875
2020-11-27,29910.37,1017.369995,6816.8,13690.879883,44149.72,5783.334961,26644.710938,2633.449951,12639.83,13867.089844,1437.78,48.07,5598.180176,13335.679688,611.67,8190.700195,762.42,110575.0,17396.59961,41674.300781
2020-11-28,29910.37,1017.369995,6816.8,13690.879883,44149.72,5783.334961,26644.710938,2633.449951,12639.83,13867.089844,1437.78,48.07,5598.180176,13335.679688,611.67,8190.700195,762.42,110575.0,17396.59961,41674.300781
2020-11-29,29910.37,1017.369995,6816.8,13690.879883,44149.72,5783.334961,26644.710938,2633.449951,12708.18,13867.089844,1437.78,48.07,5598.180176,13335.679688,611.67,8190.700195,762.42,110575.0,17396.59961,41674.300781
2020-11-30,29638.64,999.880005,6742.1,13670.110352,44149.72,5612.415039,26433.619141,2591.340088,12768.52,13722.889648,1408.31,50.7,5518.549805,13291.160156,606.02,8076.899902,759.74,108888.0,17190.30078,41778.871094
2020-12-01,29823.92,1004.919983,6812.2,13930.370117,44655.44,5724.742188,26787.539063,2634.25,12791.31,13885.669922,1420.87,54.83,5581.640137,13382.299805,611.41,8140.799805,760.81,111335.0,17296.90039,42895.628906
2020-12-02,29883.79,998.119995,6811.3,13961.580078,44618.04,5813.986816,26800.980469,2675.899902,12762.55,13989.139648,1417.95,51.29,5583.009766,13313.240234,610.94,8220.799805,759.94,111814.0,17358.19922,43674.828125
2020-12-03,29969.52,997.48999,6847.3,13970.679688,44632.65,5822.941895,26809.369141,2696.219971,12683.82,13977.089844,1438.32,51.11,5574.359863,13252.860352,610.48,8200.700195,758.4,112919.0,17398.0,43934.210938
2020-12-04,30218.26,1009.369995,6865.3,14026.660156,45079.55,5810.48291,26751.240234,2731.449951,12631.38,14132.44043,1449.83,52.7,5609.149902,13298.959961,615.67,8322.900391,758.28,113682.0,17521.0,43646.03125
2020-12-05,30218.26,1009.369995,6865.3,14026.660156,45079.55,5810.48291,26751.240234,2731.449951,12631.38,14132.44043,1449.83,52.7,5609.149902,13298.959961,615.67,8322.900391,758.28,113682.0,17521.0,43646.03125
2020-12-06,30218.26,1009.369995,6865.3,14026.660156,45079.55,5810.48291,26751.240234,2731.449951,12739.07,14132.44043,1449.83,52.7,5609.149902,13298.959961,615.67,8322.900391,758.28,113682.0,17521.0,43646.03125
2020-12-07,30069.79,1005.75,6908.9,13973.480469,45426.97,5930.758789,26547.439453,2745.439941,12700.85,14256.599609,1449.83,55.4,5573.379883,13271.0,616.2,8275.599609,756.75,113625.0,17582.40039,43255.25
2020-12-08,30173.88,1006.26001,6922.2,13973.889648,45608.51,5944.40918,26467.080078,2700.929932,12836.83,14360.400391,1478.92,54.95,5560.669922,13278.490234,616.59,8227.599609,764.42,113571.0,17639.0,43098.640625
2020-12-09,30068.81,1017.789978,6965.4,13716.530273,46103.5,5944.40918,26817.939453,2755.469971,12865.3,14390.139648,1482.67,57.2,5546.819824,13340.259766,619.72,8235.299805,764.35,112722.0,17559.90039,42736.960938
2020-12-10,29999.26,1017.909973,6917.1,13731.339844,45959.88,5933.698242,26756.240234,2746.459961,12895.71,14249.490234,1482.67,56.05,5549.649902,13295.730469,618.1,8182.299805,759.37,114992.0,17593.30078,43518.710938
2020-12-11,30046.37,1013.280029,6886.4,13555.139648,46099.01,5938.329102,26652.519531,2770.060059,12919.25,14261.69043,1482.67,56.7,5507.549805,13114.299805,614.46,8063.100098,756.67,115323.0,17548.90039,43612.308594
2020-12-12,30046.37,1013.280029,6886.4,13555.139648,46099.01,5938.329102,26652.519531,2770.060059,12919.25,14261.69043,1482.67,56.7,5507.549805,13114.299805,614.46,8063.100098,756.67,115323.0,17548.90039,43612.308594
2020-12-13,30046.37,1013.280029,6886.4,13555.139648,46099.01,5938.329102,26652.519531,2770.060059,12920.13,14261.69043,1482.67,56.7,5507.549805,13114.299805,614.46,8063.100098,756.67,115323.0,17548.90039,43612.308594
2020-12-14,29861.55,1012.429993,6900.3,13692.129883,46253.46,6012.516113,26732.439453,2762.199951,12864.5,14211.049805,1476.13,56.8,5527.839844,13223.160156,612.88,8140.799805,759.73,114975.0,17387.40039,43569.839844
2020-12-15,30199.31,1011.549988,6866.7,13763.30957,46263.17,6010.12793,26687.839844,2756.820068,12801.27,14068.519531,1477.21,52.85,5530.310059,13362.870117,617.34,8152.399902,759.76,116146.0,17506.5,43543.351563
2020-12-16,30154.54,1016.390015,6916.7,13751.089844,46666.46,6118.401855,26757.400391,2771.790039,12838.61,14304.459961,1482.09,52.05,5547.680176,13565.980469,621.86,8139.5,761.58,117947.0,17567.40039,43790.421875
2020-12-17,30303.37,1018.210022,7000.1,13889.870117,46890.34,6113.381836,26806.669922,2770.429932,12935.21,14258.929688,1483.89,51.0,5549.459961,13667.25,624.75,8153.399902,761.97,118157.0,17652.90039,44326.050781
2020-12-18,30179.05,1026.72998,6924.1,13854.120117,46960.69,6104.324219,26763.390625,2772.179932,12682.0,14249.959961,1482.38,48.7,5527.839844,13630.509766,625.25,8037.399902,762.58,117679.0,17534.59961,43873.808594
2020-12-19,30179.05,1026.72998,6924.1,13854.120117,46960.69,6104.324219,26763.390625,2772.179932,12682.0,14249.959961,1482.38,48.7,5527.839844,13630.509766,625.25,8037.399902,762.58,117679.0,17534.59961,43873.808594
2020-12-20,30179.05,1026.72998,6924.1,13854.120117,46960.69,6104.324219,26763.390625,2772.179932,12644.95,14249.959961,1482.38,48.7,5527.839844,13630.509766,625.25,8037.399902,762.58,117679.0,17534.59961,43873.808594
2020-12-21,30216.45,1001.140015,6920.0,14134.849609,45553.96,6165.624023,26714.419922,2778.649902,12675.24,14384.959961,1401.78,48.94,5393.339844,13246.299805,609.39,7789.799805,748.53,116016.0,17500.90039,43246.238281
2020-12-22,30015.51,1012.23999,6845.5,13882.299805,46006.69,6023.289063,26436.390625,2733.679932,12876.43,14177.459961,1424.39,51.8,5466.859863,13418.110352,617.5,7934.200195,755.95,116348.0,17552.5,42601.710938
2020-12-23,30129.83,1026.829956,6892.6,14015.019531,46444.18,6008.708984,26524.789063,2759.820068,13070.73,14223.089844,1416.02,51.15,5527.589844,13587.230469,622.42,8073.600098,760.34,117857.0,17593.59961,43597.300781
2020-12-24,30199.87,1026.829956,6917.5,13915.570313,46973.54,6008.708984,26668.349609,2806.860107,13037.94,14280.280273,1451.52,51.15,5522.009766,13587.230469,626.37,8111.5,760.34,117857.0,17623.90039,43372.199219
2020-12-25,30199.87,1026.829956,6917.5,14017.05957,46973.54,6008.708984,26656.609375,2806.860107,13037.94,14331.419922,1486.31,51.15,5522.009766,13587.230469,626.37,8111.5,760.34,117857.0,17623.90039,43372.199219
2020-12-26,30199.87,1026.829956,6917.5,14017.05957,46973.54,6008.708984,26656.609375,2806.860107,13037.94,14331.419922,1486.31,51.15,5522.009766,13587.230469,626.37,8111.5,760.34,117857.0,17623.90039,43372.199219
2020-12-27,30199.87,1026.829956,6917.5,14017.05957,46973.54,6008.708984,26656.609375,2806.860107,13037.94,14331.419922,1486.31,51.15,5522.009766,13587.230469,626.37,8111.5,760.34,117857.0,17623.90039,43372.199219
2020-12-28,30403.97,1040.459961,6917.5,14044.099609,47353.75,6093.554199,26854.029297,2808.600098,13093.07,14483.070313,1452.67,51.9,5588.379883,13790.290039,627.59,8155.600098,768.63,119051.0,17623.90039,43883.410156
2020-12-29,30335.67,1043.939941,6962.1,13970.209961,47613.08,6036.173828,27568.150391,2820.51001,13236.4,14472.049805,1461.95,51.85,5611.790039,13761.379883,629.14,8174.799805,774.15,119475.0,17543.40039,44693.988281
2020-12-30,30409.56,1047.589966,6942.9,14201.570313,47746.22,5979.073242,27444.169922,2873.469971,13236.54,14687.700195,1449.35,54.7,5599.410156,13718.780273,628.06,8154.399902,768.38,119306.0,17545.80078,44693.960938
2020-12-31,30606.48,1047.589966,6850.6,14470.679688,47751.33,5979.073242,27444.169922,2873.469971,13091.64,14732.530273,1449.35,54.7,5551.410156,13718.780273,624.61,8073.700195,768.38,119306.0,17433.40039,44066.878906
